{'alpha': 0.001}-----> F1 = 0.416
{'alpha': 0.002}-----> F1 = 0.414
{'alpha': 0.003}-----> F1 = 0.415
{'alpha': 0.004}-----> F1 = 0.41999999999999993
{'alpha': 0.005}-----> F1 = 0.421
{'alpha': 0.006}-----> F1 = 0.421
{'alpha': 0.007}-----> F1 = 0.421
{'alpha': 0.008}-----> F1 = 0.421
{'alpha': 0.009}-----> F1 = 0.419
{'alpha': 0.01}-----> F1 = 0.419
{'alpha': 0.02}-----> F1 = 0.421
{'alpha': 0.05}-----> F1 = 0.413
{'alpha': 0.1}-----> F1 = 0.40700000000000003
Best params: {'alpha': 0.005}
 Best F1 Score = 0.421
####################################################################################################
{'criterion': 'gini', 'max_depth': 8, 'max_features': None, 'min_samples_leaf': 0.2, 'min_samples_split': 2}-----> F1 = 0.38499999999999995
{'criterion': 'entropy', 'max_depth': 20, 'max_features': None, 'min_samples_leaf': 0.49, 'min_samples_split': 20}-----> F1 = 0.389
{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 0.2, 'min_samples_split': 2}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 0.2, 'min_samples_split': 3}-----> F1 = 0.369
{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 0.2, 'min_samples_split': 5}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 0.2, 'min_samples_split': 10}-----> F1 = 0.307
{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 0.2, 'min_samples_split': 20}-----> F1 = 0.35500000000000004
{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 0.49, 'min_samples_split': 2}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 0.49, 'min_samples_split': 3}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 0.49, 'min_samples_split': 5}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 0.49, 'min_samples_split': 10}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 0.49, 'min_samples_split': 20}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 0.2, 'min_samples_split': 2}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 0.2, 'min_samples_split': 3}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 0.2, 'min_samples_split': 5}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 0.2, 'min_samples_split': 10}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 0.2, 'min_samples_split': 20}-----> F1 = 0.37899999999999995
{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 0.49, 'min_samples_split': 2}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 0.49, 'min_samples_split': 3}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 0.49, 'min_samples_split': 5}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 0.49, 'min_samples_split': 10}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 0.49, 'min_samples_split': 20}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 30, 'max_features': None, 'min_samples_leaf': 0.2, 'min_samples_split': 2}-----> F1 = 0.389
{'criterion': 'entropy', 'max_depth': 30, 'max_features': None, 'min_samples_leaf': 0.2, 'min_samples_split': 3}-----> F1 = 0.389
{'criterion': 'entropy', 'max_depth': 30, 'max_features': None, 'min_samples_leaf': 0.2, 'min_samples_split': 5}-----> F1 = 0.389
{'criterion': 'entropy', 'max_depth': 30, 'max_features': None, 'min_samples_leaf': 0.2, 'min_samples_split': 10}-----> F1 = 0.389
{'criterion': 'entropy', 'max_depth': 30, 'max_features': None, 'min_samples_leaf': 0.2, 'min_samples_split': 20}-----> F1 = 0.389
{'criterion': 'entropy', 'max_depth': 30, 'max_features': None, 'min_samples_leaf': 0.49, 'min_samples_split': 2}-----> F1 = 0.389
{'criterion': 'entropy', 'max_depth': 30, 'max_features': None, 'min_samples_leaf': 0.49, 'min_samples_split': 3}-----> F1 = 0.389
{'criterion': 'entropy', 'max_depth': 30, 'max_features': None, 'min_samples_leaf': 0.49, 'min_samples_split': 5}-----> F1 = 0.389
{'criterion': 'entropy', 'max_depth': 30, 'max_features': None, 'min_samples_leaf': 0.49, 'min_samples_split': 10}-----> F1 = 0.389
{'criterion': 'entropy', 'max_depth': 30, 'max_features': None, 'min_samples_leaf': 0.49, 'min_samples_split': 20}-----> F1 = 0.389
{'criterion': 'entropy', 'max_depth': 30, 'max_features': 'sqrt', 'min_samples_leaf': 0.2, 'min_samples_split': 2}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 30, 'max_features': 'sqrt', 'min_samples_leaf': 0.2, 'min_samples_split': 3}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 30, 'max_features': 'sqrt', 'min_samples_leaf': 0.2, 'min_samples_split': 5}-----> F1 = 0.319
{'criterion': 'entropy', 'max_depth': 30, 'max_features': 'sqrt', 'min_samples_leaf': 0.2, 'min_samples_split': 10}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 30, 'max_features': 'sqrt', 'min_samples_leaf': 0.2, 'min_samples_split': 20}-----> F1 = 0.363
{'criterion': 'entropy', 'max_depth': 30, 'max_features': 'sqrt', 'min_samples_leaf': 0.49, 'min_samples_split': 2}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 30, 'max_features': 'sqrt', 'min_samples_leaf': 0.49, 'min_samples_split': 3}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 30, 'max_features': 'sqrt', 'min_samples_leaf': 0.49, 'min_samples_split': 5}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 30, 'max_features': 'sqrt', 'min_samples_leaf': 0.49, 'min_samples_split': 10}-----> F1 = 0.359
{'criterion': 'entropy', 'max_depth': 30, 'max_features': 'sqrt', 'min_samples_leaf': 0.49, 'min_samples_split': 20}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 30, 'max_features': 'log2', 'min_samples_leaf': 0.2, 'min_samples_split': 2}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 30, 'max_features': 'log2', 'min_samples_leaf': 0.2, 'min_samples_split': 3}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 30, 'max_features': 'log2', 'min_samples_leaf': 0.2, 'min_samples_split': 5}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 30, 'max_features': 'log2', 'min_samples_leaf': 0.2, 'min_samples_split': 10}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 30, 'max_features': 'log2', 'min_samples_leaf': 0.2, 'min_samples_split': 20}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 30, 'max_features': 'log2', 'min_samples_leaf': 0.49, 'min_samples_split': 2}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 30, 'max_features': 'log2', 'min_samples_leaf': 0.49, 'min_samples_split': 3}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 30, 'max_features': 'log2', 'min_samples_leaf': 0.49, 'min_samples_split': 5}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 30, 'max_features': 'log2', 'min_samples_leaf': 0.49, 'min_samples_split': 10}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 30, 'max_features': 'log2', 'min_samples_leaf': 0.49, 'min_samples_split': 20}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 50, 'max_features': None, 'min_samples_leaf': 0.2, 'min_samples_split': 2}-----> F1 = 0.389
{'criterion': 'entropy', 'max_depth': 50, 'max_features': None, 'min_samples_leaf': 0.2, 'min_samples_split': 3}-----> F1 = 0.389
{'criterion': 'entropy', 'max_depth': 50, 'max_features': None, 'min_samples_leaf': 0.2, 'min_samples_split': 5}-----> F1 = 0.389
{'criterion': 'entropy', 'max_depth': 50, 'max_features': None, 'min_samples_leaf': 0.2, 'min_samples_split': 10}-----> F1 = 0.389
{'criterion': 'entropy', 'max_depth': 50, 'max_features': None, 'min_samples_leaf': 0.2, 'min_samples_split': 20}-----> F1 = 0.389
{'criterion': 'entropy', 'max_depth': 50, 'max_features': None, 'min_samples_leaf': 0.49, 'min_samples_split': 2}-----> F1 = 0.389
{'criterion': 'entropy', 'max_depth': 50, 'max_features': None, 'min_samples_leaf': 0.49, 'min_samples_split': 3}-----> F1 = 0.389
{'criterion': 'entropy', 'max_depth': 50, 'max_features': None, 'min_samples_leaf': 0.49, 'min_samples_split': 5}-----> F1 = 0.389
{'criterion': 'entropy', 'max_depth': 50, 'max_features': None, 'min_samples_leaf': 0.49, 'min_samples_split': 10}-----> F1 = 0.389
{'criterion': 'entropy', 'max_depth': 50, 'max_features': None, 'min_samples_leaf': 0.49, 'min_samples_split': 20}-----> F1 = 0.389
{'criterion': 'entropy', 'max_depth': 50, 'max_features': 'sqrt', 'min_samples_leaf': 0.2, 'min_samples_split': 2}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 50, 'max_features': 'sqrt', 'min_samples_leaf': 0.2, 'min_samples_split': 3}-----> F1 = 0.363
{'criterion': 'entropy', 'max_depth': 50, 'max_features': 'sqrt', 'min_samples_leaf': 0.2, 'min_samples_split': 5}-----> F1 = 0.326
{'criterion': 'entropy', 'max_depth': 50, 'max_features': 'sqrt', 'min_samples_leaf': 0.2, 'min_samples_split': 10}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 50, 'max_features': 'sqrt', 'min_samples_leaf': 0.2, 'min_samples_split': 20}-----> F1 = 0.346
{'criterion': 'entropy', 'max_depth': 50, 'max_features': 'sqrt', 'min_samples_leaf': 0.49, 'min_samples_split': 2}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 50, 'max_features': 'sqrt', 'min_samples_leaf': 0.49, 'min_samples_split': 3}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 50, 'max_features': 'sqrt', 'min_samples_leaf': 0.49, 'min_samples_split': 5}-----> F1 = 0.326
{'criterion': 'entropy', 'max_depth': 50, 'max_features': 'sqrt', 'min_samples_leaf': 0.49, 'min_samples_split': 10}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 50, 'max_features': 'sqrt', 'min_samples_leaf': 0.49, 'min_samples_split': 20}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 50, 'max_features': 'log2', 'min_samples_leaf': 0.2, 'min_samples_split': 2}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 50, 'max_features': 'log2', 'min_samples_leaf': 0.2, 'min_samples_split': 3}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 50, 'max_features': 'log2', 'min_samples_leaf': 0.2, 'min_samples_split': 5}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 50, 'max_features': 'log2', 'min_samples_leaf': 0.2, 'min_samples_split': 10}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 50, 'max_features': 'log2', 'min_samples_leaf': 0.2, 'min_samples_split': 20}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 50, 'max_features': 'log2', 'min_samples_leaf': 0.49, 'min_samples_split': 2}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 50, 'max_features': 'log2', 'min_samples_leaf': 0.49, 'min_samples_split': 3}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 50, 'max_features': 'log2', 'min_samples_leaf': 0.49, 'min_samples_split': 5}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 50, 'max_features': 'log2', 'min_samples_leaf': 0.49, 'min_samples_split': 10}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 50, 'max_features': 'log2', 'min_samples_leaf': 0.49, 'min_samples_split': 20}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 100, 'max_features': None, 'min_samples_leaf': 0.2, 'min_samples_split': 2}-----> F1 = 0.389
{'criterion': 'entropy', 'max_depth': 100, 'max_features': None, 'min_samples_leaf': 0.2, 'min_samples_split': 3}-----> F1 = 0.389
{'criterion': 'entropy', 'max_depth': 100, 'max_features': None, 'min_samples_leaf': 0.2, 'min_samples_split': 5}-----> F1 = 0.389
{'criterion': 'entropy', 'max_depth': 100, 'max_features': None, 'min_samples_leaf': 0.2, 'min_samples_split': 10}-----> F1 = 0.389
{'criterion': 'entropy', 'max_depth': 100, 'max_features': None, 'min_samples_leaf': 0.2, 'min_samples_split': 20}-----> F1 = 0.389
{'criterion': 'entropy', 'max_depth': 100, 'max_features': None, 'min_samples_leaf': 0.49, 'min_samples_split': 2}-----> F1 = 0.389
{'criterion': 'entropy', 'max_depth': 100, 'max_features': None, 'min_samples_leaf': 0.49, 'min_samples_split': 3}-----> F1 = 0.389
{'criterion': 'entropy', 'max_depth': 100, 'max_features': None, 'min_samples_leaf': 0.49, 'min_samples_split': 5}-----> F1 = 0.389
{'criterion': 'entropy', 'max_depth': 100, 'max_features': None, 'min_samples_leaf': 0.49, 'min_samples_split': 10}-----> F1 = 0.389
{'criterion': 'entropy', 'max_depth': 100, 'max_features': None, 'min_samples_leaf': 0.49, 'min_samples_split': 20}-----> F1 = 0.389
{'criterion': 'entropy', 'max_depth': 100, 'max_features': 'sqrt', 'min_samples_leaf': 0.2, 'min_samples_split': 2}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 100, 'max_features': 'sqrt', 'min_samples_leaf': 0.2, 'min_samples_split': 3}-----> F1 = 0.336
{'criterion': 'entropy', 'max_depth': 100, 'max_features': 'sqrt', 'min_samples_leaf': 0.2, 'min_samples_split': 5}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 100, 'max_features': 'sqrt', 'min_samples_leaf': 0.2, 'min_samples_split': 10}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 100, 'max_features': 'sqrt', 'min_samples_leaf': 0.2, 'min_samples_split': 20}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 100, 'max_features': 'sqrt', 'min_samples_leaf': 0.49, 'min_samples_split': 2}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 100, 'max_features': 'sqrt', 'min_samples_leaf': 0.49, 'min_samples_split': 3}-----> F1 = 0.359
{'criterion': 'entropy', 'max_depth': 100, 'max_features': 'sqrt', 'min_samples_leaf': 0.49, 'min_samples_split': 5}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 100, 'max_features': 'sqrt', 'min_samples_leaf': 0.49, 'min_samples_split': 10}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 100, 'max_features': 'sqrt', 'min_samples_leaf': 0.49, 'min_samples_split': 20}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 100, 'max_features': 'log2', 'min_samples_leaf': 0.2, 'min_samples_split': 2}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 100, 'max_features': 'log2', 'min_samples_leaf': 0.2, 'min_samples_split': 3}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 100, 'max_features': 'log2', 'min_samples_leaf': 0.2, 'min_samples_split': 5}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 100, 'max_features': 'log2', 'min_samples_leaf': 0.2, 'min_samples_split': 10}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 100, 'max_features': 'log2', 'min_samples_leaf': 0.2, 'min_samples_split': 20}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 100, 'max_features': 'log2', 'min_samples_leaf': 0.49, 'min_samples_split': 2}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 100, 'max_features': 'log2', 'min_samples_leaf': 0.49, 'min_samples_split': 3}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 100, 'max_features': 'log2', 'min_samples_leaf': 0.49, 'min_samples_split': 5}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 100, 'max_features': 'log2', 'min_samples_leaf': 0.49, 'min_samples_split': 10}-----> F1 = 0.356
{'criterion': 'entropy', 'max_depth': 100, 'max_features': 'log2', 'min_samples_leaf': 0.49, 'min_samples_split': 20}-----> F1 = 0.356
Best params: {'criterion': 'gini', 'max_depth': 8, 'max_features': None, 'min_samples_leaf': 0.49, 'min_samples_split': 2}
 Best F1 Score = 0.39
####################################################################################################
{'C': 0.25, 'loss': 'hinge'}-----> F1 = 0.452
{'C': 0.25, 'loss': 'squared_hinge'}-----> F1 = 0.421
{'C': 0.5, 'loss': 'hinge'}-----> F1 = 0.451
{'C': 0.5, 'loss': 'squared_hinge'}-----> F1 = 0.42999999999999994
{'C': 1.5, 'loss': 'hinge'}-----> F1 = 0.457
{'C': 1.5, 'loss': 'squared_hinge'}-----> F1 = 0.456
{'C': 2, 'loss': 'hinge'}-----> F1 = 0.459
{'C': 2, 'loss': 'squared_hinge'}-----> F1 = 0.46
{'C': 5, 'loss': 'hinge'}-----> F1 = 0.463
{'C': 5, 'loss': 'squared_hinge'}-----> F1 = 0.492
{'C': 10, 'loss': 'hinge'}-----> F1 = 0.47500000000000003
{'C': 10, 'loss': 'squared_hinge'}-----> F1 = 0.498
{'C': 100, 'loss': 'hinge'}-----> F1 = 0.496
{'C': 100, 'loss': 'squared_hinge'}-----> F1 = 0.499
Best params: {'C': 100, 'loss': 'squared_hinge'}
 Best F1 Score = 0.499
####################################################################################################
